pdb|1DE9|A	XP_001351132.1	35.644	60	202	1.15e-25	104	XP_001351132.1 DNA-(apurinic or apyrimidinic site) lyase, putative [Plasmodium falciparum 3D7]
NP_001035889.1	XP_001349960.1	38.547	12	179	7.59e-29	124	XP_001349960.1 histone-lysine N-methyltransferase SET2 [Plasmodium falciparum 3D7]
NP_001035889.1	XP_966279.2	35.821	10	134	7.96e-14	75.5	XP_966279.2 SET domain protein, putative [Plasmodium falciparum 3D7]
NP_001035889.1	XP_001349248.1	29.518	11	166	6.20e-12	68.9	XP_001349248.1 SET domain protein, putative [Plasmodium falciparum 3D7]
NP_001035889.1	XP_966228.1	25.837	13	209	1.70e-08	57.8	XP_966228.1 SNF2 helicase, putative [Plasmodium falciparum 3D7]
NP_001041666.1	XP_001350369.1	40.541	9	74	1.09e-07	49.7	XP_001350369.1 ubiquitin-60S ribosomal protein L40 [Plasmodium falciparum 3D7]
NP_001041666.1	XP_001350526.1	40.541	9	74	1.20e-06	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
NP_001041666.1	XP_001350526.1	40.541	9	74	1.20e-06	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
NP_001041666.1	XP_001350526.1	40.541	9	74	1.20e-06	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
NP_001041666.1	XP_001350526.1	40.541	9	74	1.20e-06	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
NP_001041666.1	XP_001350526.1	40.541	9	74	1.20e-06	49.7	XP_001350526.1 polyubiquitin [Plasmodium falciparum 3D7]
NP_001069826.1	XP_001350628.1	41.463	74	287	6.36e-68	219	XP_001350628.1 cAMP-dependent protein kinase regulatory subunit [Plasmodium falciparum 3D7]
NP_001069826.1	XP_001348520.1	33.571	75	280	4.27e-43	158	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
NP_001069826.1	XP_001348520.1	32.727	75	110	6.61e-14	71.6	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
NP_001069826.1	XP_001348520.1	20.849	75	259	2.11e-12	67.0	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
NP_001120700.1	XP_001350607.1	39.394	33	66	4.67e-07	47.0	XP_001350607.1 heterochromatin protein 1 [Plasmodium falciparum 3D7]
NP_001234925.1	XP_024328998.1	43.396	9	106	1.08e-22	101	XP_024328998.1 ADP-ribosylation factor GTPase-activating protein, putative [Plasmodium falciparum 3D7]
NP_001234925.1	XP_002808714.1	43.396	9	106	1.10e-22	101	XP_002808714.1 ADP-ribosylation factor GTPase-activating protein, putative [Plasmodium falciparum 3D7]
NP_001234925.1	XP_001350832.1	38.636	7	88	6.62e-13	69.7	XP_001350832.1 ADP-ribosylation factor GTPase-activating protein [Plasmodium falciparum 3D7]
NP_001234925.1	XP_001349468.1	44.231	5	52	7.52e-11	64.3	XP_001349468.1 GTPase-activating protein, putative [Plasmodium falciparum 3D7]
NP_002037.2	XP_001348772.1	64.286	99	336	1.61e-160	450	XP_001348772.1 glyceraldehyde-3-phosphate dehydrogenase [Plasmodium falciparum 3D7]
NP_002060.4	XP_001347487.1	30.928	27	97	1.56e-07	49.3	XP_001347487.1 ADP-ribosylation factor [Plasmodium falciparum 3D7]
NP_002256.2	XP_001349372.1	30.455	95	857	7.15e-109	353	XP_001349372.1 importin subunit beta, putative [Plasmodium falciparum 3D7]
NP_002256.2	XP_966260.1	28.249	18	177	3.93e-14	75.1	XP_966260.1 transportin [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	56.746	75	252	9.65e-92	301	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	53.061	75	147	2.83e-38	150	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	32.090	75	268	3.28e-35	140	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	43.089	75	123	5.22e-21	96.3	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	28.936	75	235	2.63e-19	90.9	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	68.966	75	58	1.40e-13	72.4	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	42.045	75	88	5.78e-13	70.5	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	24.096	75	166	9.30e-11	63.5	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001350640.1	32.051	75	78	3.74e-07	51.6	XP_001350640.1 polyadenylate-binding protein 1, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001348367.1	33.702	57	181	7.71e-24	103	XP_001348367.1 splicing factor 3B subunit 4, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001348367.1	30.732	57	205	2.95e-19	89.7	XP_001348367.1 splicing factor 3B subunit 4, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001348367.1	32.000	57	175	9.16e-18	84.7	XP_001348367.1 splicing factor 3B subunit 4, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_024328979.1	27.237	52	257	2.63e-17	82.8	XP_024328979.1 RNA-binding protein, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_024328979.1	29.046	52	241	2.71e-16	79.7	XP_024328979.1 RNA-binding protein, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001349956.1	33.520	58	179	1.55e-14	75.5	XP_001349956.1 splicing factor 1 [Plasmodium falciparum 3D7]
NP_002559.2	XP_001349956.1	30.055	58	183	3.05e-09	58.5	XP_001349956.1 splicing factor 1 [Plasmodium falciparum 3D7]
NP_002559.2	XP_001349956.1	30.337	58	89	6.03e-07	51.2	XP_001349956.1 splicing factor 1 [Plasmodium falciparum 3D7]
NP_002559.2	XP_001349956.1	29.651	58	172	1.03e-06	50.4	XP_001349956.1 splicing factor 1 [Plasmodium falciparum 3D7]
NP_002559.2	XP_001349292.1	23.214	57	224	5.88e-13	68.2	XP_001349292.1 RNA-binding protein, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001349292.1	32.323	57	99	2.31e-08	54.3	XP_001349292.1 RNA-binding protein, putative [Plasmodium falciparum 3D7]
NP_002559.2	XP_001349292.1	33.735	57	83	2.45e-06	48.1	XP_001349292.1 RNA-binding protein, putative [Plasmodium falciparum 3D7]
NP_002727.2	XP_001350628.1	38.047	71	297	6.10e-60	199	XP_001350628.1 cAMP-dependent protein kinase regulatory subunit [Plasmodium falciparum 3D7]
NP_002727.2	XP_001348520.1	28.369	67	282	4.09e-29	118	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
NP_002727.2	XP_001348520.1	21.673	67	263	3.93e-08	53.9	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
NP_002736.3	XP_001348468.1	43.182	84	308	2.61e-77	253	XP_001348468.1 mitogen-activated protein kinase 1 [Plasmodium falciparum 3D7]
NP_002736.3	XP_001347818.1	37.105	90	380	2.91e-71	229	XP_001347818.1 mitogen-activated protein kinase 2 [Plasmodium falciparum 3D7]
NP_002736.3	XP_001350280.1	39.597	81	298	1.38e-61	197	XP_001350280.1 protein kinase 5 [Plasmodium falciparum 3D7]
NP_002736.3	XP_001351486.1	36.778	85	329	3.38e-54	187	XP_001351486.1 cdc2-related protein kinase 1 [Plasmodium falciparum 3D7]
NP_002736.3	XP_001350099.1	34.228	79	298	4.24e-49	166	XP_001350099.1 protein kinase 6 [Plasmodium falciparum 3D7]
NP_003271.1	XP_001348497.1	50.336	93	149	2.96e-46	146	XP_001348497.1 calmodulin [Plasmodium falciparum 3D7]
NP_003271.1	XP_001348497.1	50.000	93	50	3.72e-08	48.5	XP_001348497.1 calmodulin [Plasmodium falciparum 3D7]
NP_003271.1	XP_001351001.1	39.610	95	154	6.88e-29	102	XP_001351001.1 centrin-1 [Plasmodium falciparum 3D7]
NP_003271.1	XP_024329101.1	33.108	92	148	2.05e-18	76.3	XP_024329101.1 centrin-3 [Plasmodium falciparum 3D7]
NP_003271.1	XP_001347555.2	33.108	92	148	2.10e-18	76.3	XP_001347555.2 centrin-3 [Plasmodium falciparum 3D7]
NP_003271.1	XP_001350105.1	34.641	94	153	7.41e-16	72.0	XP_001350105.1 calcium-dependent protein kinase 5 [Plasmodium falciparum 3D7]
NP_003812.1	XP_001349623.1	28.058	49	278	1.57e-17	84.7	XP_001349623.1 tyrosine kinase-like protein, putative [Plasmodium falciparum 3D7]
NP_003812.1	XP_002808713.1	28.638	39	213	7.71e-16	76.6	XP_002808713.1 NIMA related kinase 2 [Plasmodium falciparum 3D7]
NP_003812.1	XP_966220.1	26.939	45	245	1.06e-14	75.9	XP_966220.1 tyrosine kinase-like protein, putative [Plasmodium falciparum 3D7]
NP_003812.1	XP_001350206.1	26.549	40	226	3.65e-12	67.8	XP_001350206.1 tyrosine kinase-like protein [Plasmodium falciparum 3D7]
NP_003812.1	XP_001350854.1	25.822	39	213	1.14e-11	65.9	XP_001350854.1 RAC-beta serine/threonine protein kinase [Plasmodium falciparum 3D7]
NP_003896.1	XP_001350655.1	28.481	28	158	4.73e-10	60.8	XP_001350655.1 ubiquitin-activating enzyme E1 [Plasmodium falciparum 3D7]
NP_003896.1	XP_001350063.1	22.892	31	166	5.27e-07	51.2	XP_001350063.1 ubiquitin-activating enzyme [Plasmodium falciparum 3D7]
NP_003896.1	XP_002809076.1	22.989	30	174	1.17e-06	49.7	XP_002809076.1 ubiquitin-activating enzyme E1, putative [Plasmodium falciparum 3D7]
NP_003896.1	XP_001348124.1	27.500	29	160	5.84e-06	47.0	XP_001348124.1 SUMO-activating enzyme subunit 1 [Plasmodium falciparum 3D7]
NP_003960.1	XP_001350839.1	38.686	75	137	3.23e-25	94.0	XP_001350839.1 NEDD8-conjugating enzyme UBC12, putative [Plasmodium falciparum 3D7]
NP_003960.1	XP_001351263.1	32.432	80	148	5.08e-25	93.6	XP_001351263.1 ubiquitin-conjugating enzyme E2, putative [Plasmodium falciparum 3D7]
NP_003960.1	XP_001349399.1	31.081	80	148	2.86e-24	91.7	XP_001349399.1 ubiquitin-conjugating enzyme E2, putative [Plasmodium falciparum 3D7]
NP_003960.1	XP_001350447.1	34.783	73	138	3.01e-24	91.3	XP_001350447.1 ubiquitin-conjugating enzyme E2 [Plasmodium falciparum 3D7]
NP_003960.1	XP_001350274.1	29.577	76	142	5.64e-23	89.4	XP_001350274.1 ubiquitin-conjugating enzyme E2, putative [Plasmodium falciparum 3D7]
NP_004095.4	XP_966246.2	23.284	15	408	1.65e-12	70.9	XP_966246.2 3-oxoacyl-acyl-carrier protein synthase I/II [Plasmodium falciparum 3D7]
NP_004102.1	XP_001351399.1	44.836	99	397	1.05e-116	352	XP_001351399.1 flap endonuclease 1 [Plasmodium falciparum 3D7]
NP_004102.1	XP_001349570.1	25.094	94	267	4.42e-21	94.0	XP_001349570.1 DNA repair protein RAD2, putative [Plasmodium falciparum 3D7]
NP_004102.1	XP_001349570.1	25.000	94	152	1.85e-07	51.6	XP_001349570.1 DNA repair protein RAD2, putative [Plasmodium falciparum 3D7]
NP_004102.1	XP_001347365.1	33.813	37	139	4.29e-19	86.3	XP_001347365.1 endonuclease, putative [Plasmodium falciparum 3D7]
NP_004102.1	XP_001349153.1	25.581	54	215	3.85e-11	63.2	XP_001349153.1 exonuclease I, putative [Plasmodium falciparum 3D7]
NP_004196.4	XP_001351920.1	31.061	42	264	8.10e-29	121	XP_001351920.1 ubiquitin specific protease, putative [Plasmodium falciparum 3D7]
NP_004196.4	XP_001351724.1	35.829	54	187	1.10e-25	111	XP_001351724.1 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium falciparum 3D7]
NP_004196.4	XP_001351724.1	35.032	54	157	9.80e-23	101	XP_001351724.1 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium falciparum 3D7]
NP_004196.4	XP_001351346.1	24.332	54	374	1.86e-17	83.2	XP_001351346.1 ubiquitin specific protease, putative [Plasmodium falciparum 3D7]
NP_004196.4	XP_001350976.3	21.814	62	408	1.06e-11	66.6	XP_001350976.3 ubiquitin carboxyl-terminal hydrolase 1, putative [Plasmodium falciparum 3D7]
NP_004196.4	XP_001349907.1	27.928	18	111	7.38e-09	57.0	XP_001349907.1 U4/U6.U5 tri-snRNP-associated protein 2, putative [Plasmodium falciparum 3D7]
NP_004520.2	XP_024328953.1	35.000	20	120	2.72e-12	65.1	XP_024328953.1 YEATS domain-containing protein, putative [Plasmodium falciparum 3D7]
NP_004960.2	XP_001347897.1	26.337	22	243	1.14e-10	64.3	XP_001347897.1 peptidase M16, putative [Plasmodium falciparum 3D7]
NP_004960.2	XP_001352201.1	21.939	19	196	1.43e-06	50.4	XP_001352201.1 mitochondrial-processing peptidase subunit beta, putative [Plasmodium falciparum 3D7]
NP_005021.2	XP_001350854.1	30.802	39	237	1.23e-36	144	XP_001350854.1 RAC-beta serine/threonine protein kinase [Plasmodium falciparum 3D7]
NP_005021.2	XP_024328937.1	33.588	42	262	4.52e-35	137	XP_024328937.1 calcium-dependent protein kinase 2 [Plasmodium falciparum 3D7]
NP_005021.2	XP_001349078.1	32.685	41	257	7.41e-35	137	XP_001349078.1 calcium-dependent protein kinase 4 [Plasmodium falciparum 3D7]
NP_005021.2	XP_001349887.1	31.538	42	260	8.65e-34	130	XP_001349887.1 serine/threonine protein kinase PK9 [Plasmodium falciparum 3D7]
NP_005021.2	XP_002808713.1	30.855	43	269	1.95e-33	127	XP_002808713.1 NIMA related kinase 2 [Plasmodium falciparum 3D7]
NP_005148.2	XP_024328937.1	30.418	22	263	6.52e-23	102	XP_024328937.1 calcium-dependent protein kinase 2 [Plasmodium falciparum 3D7]
NP_005148.2	XP_001349680.1	31.579	18	228	4.35e-20	93.6	XP_001349680.1 calcium-dependent protein kinase 1 [Plasmodium falciparum 3D7]
NP_005148.2	XP_966220.1	23.984	21	246	3.54e-18	89.4	XP_966220.1 tyrosine kinase-like protein, putative [Plasmodium falciparum 3D7]
NP_005148.2	XP_001352213.1	28.302	18	212	3.60e-18	85.9	XP_001352213.1 cAMP-dependent protein kinase catalytic subunit [Plasmodium falciparum 3D7]
NP_005148.2	XP_001348690.1	30.233	18	215	3.64e-18	88.6	XP_001348690.1 SNF1-related serine/threonine protein kinase KIN [Plasmodium falciparum 3D7]
NP_005680.1	XP_001348629.1	34.345	72	626	1.14e-114	372	XP_001348629.1 multidrug resistance protein 2 [Plasmodium falciparum 3D7]
NP_005680.1	XP_001350233.1	39.013	59	223	2.86e-51	193	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
NP_005680.1	XP_001350233.1	30.909	59	275	4.65e-28	120	XP_001350233.1 ABC transporter B family member 6, putative [Plasmodium falciparum 3D7]
NP_005680.1	XP_001351787.1	32.812	30	320	3.78e-41	162	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_005680.1	XP_001351787.1	31.090	30	312	1.07e-39	157	XP_001351787.1 multidrug resistance protein 1 [Plasmodium falciparum 3D7]
NP_005680.1	XP_001348133.2	29.464	26	224	3.09e-30	126	XP_001348133.2 ABC transporter B family member 3, putative [Plasmodium falciparum 3D7]
NP_005680.1	XP_001351101.1	34.615	28	130	9.31e-21	96.7	XP_001351101.1 ABC transporter B family member 4, putative [Plasmodium falciparum 3D7]
NP_005680.1	XP_001351101.1	27.434	28	113	3.11e-06	49.3	XP_001351101.1 ABC transporter B family member 4, putative [Plasmodium falciparum 3D7]
NP_005924.2	XP_966279.2	50.000	10	150	1.04e-37	156	XP_966279.2 SET domain protein, putative [Plasmodium falciparum 3D7]
NP_005924.2	XP_966279.2	24.444	10	270	8.76e-14	77.0	XP_966279.2 SET domain protein, putative [Plasmodium falciparum 3D7]
NP_005924.2	XP_001349960.1	35.338	3	133	6.35e-16	84.0	XP_001349960.1 histone-lysine N-methyltransferase SET2 [Plasmodium falciparum 3D7]
NP_005924.2	XP_001349248.1	33.083	3	133	3.17e-09	62.0	XP_001349248.1 SET domain protein, putative [Plasmodium falciparum 3D7]
NP_006316.1	XP_001347854.1	70.588	94	204	7.54e-109	310	XP_001347854.1 GTP-binding nuclear protein RAN/TC4 [Plasmodium falciparum 3D7]
NP_006316.1	XP_001350706.1	35.404	73	161	5.93e-28	103	XP_001350706.1 ras-related protein Rab-2 [Plasmodium falciparum 3D7]
NP_006316.1	XP_001351683.1	34.783	73	161	8.76e-28	102	XP_001351683.1 ras-related protein Rab-1B [Plasmodium falciparum 3D7]
NP_006316.1	XP_001348128.2	31.953	77	169	1.08e-27	102	XP_001348128.2 ras-related protein Rab-6 [Plasmodium falciparum 3D7]
NP_006316.1	XP_002808912.1	31.792	76	173	7.71e-27	100	XP_002808912.1 ras-related protein RAB7 [Plasmodium falciparum 3D7]
NP_006333.1	XP_001350083.1	25.658	18	152	8.28e-08	54.7	XP_001350083.1 reticulocyte binding protein 2 homologue a [Plasmodium falciparum 3D7]
NP_006828.2	XP_001350391.1	38.806	58	201	6.26e-37	133	XP_001350391.1 26S proteasome regulatory subunit RPN11, putative [Plasmodium falciparum 3D7]
NP_015090.1	XP_001351750.1	53.846	87	143	3.60e-52	162	XP_001351750.1 V-type proton ATPase 16 kDa proteolipid subunit [Plasmodium falciparum 3D7]
NP_015090.1	XP_001350256.1	30.435	87	161	8.61e-13	61.6	XP_001350256.1 V-type proton ATPase 21 kDa proteolipid subunit, putative [Plasmodium falciparum 3D7]
NP_035230.1	XP_001352213.1	50.489	87	307	8.14e-113	330	XP_001352213.1 cAMP-dependent protein kinase catalytic subunit [Plasmodium falciparum 3D7]
NP_035230.1	XP_001350854.1	45.361	82	291	8.64e-81	259	XP_001350854.1 RAC-beta serine/threonine protein kinase [Plasmodium falciparum 3D7]
NP_035230.1	XP_001348520.1	40.214	79	281	6.64e-73	240	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
NP_035230.1	XP_001348690.1	31.128	72	257	1.30e-42	155	XP_001348690.1 SNF1-related serine/threonine protein kinase KIN [Plasmodium falciparum 3D7]
NP_035230.1	XP_024328937.1	34.025	66	241	2.44e-39	144	XP_024328937.1 calcium-dependent protein kinase 2 [Plasmodium falciparum 3D7]
NP_036923.1	XP_001347827.2	36.681	30	229	7.24e-37	146	XP_001347827.2 serine/threonine protein kinase, putative [Plasmodium falciparum 3D7]
NP_036923.1	XP_001351197.1	30.659	45	349	3.05e-34	134	XP_001351197.1 glycogen synthase kinase 3 [Plasmodium falciparum 3D7]
NP_036923.1	XP_001348605.1	26.801	42	347	1.26e-32	134	XP_001348605.1 protein serine/threonine kinase-1 [Plasmodium falciparum 3D7]
NP_036923.1	XP_001350280.1	30.030	43	333	1.74e-26	108	XP_001350280.1 protein kinase 5 [Plasmodium falciparum 3D7]
NP_036923.1	XP_001348468.1	27.401	44	354	1.55e-25	111	XP_001348468.1 mitogen-activated protein kinase 1 [Plasmodium falciparum 3D7]
NP_037457.3	XP_001348344.1	28.662	38	157	3.96e-08	53.9	XP_001348344.1 cysteine protease ATG4, putative [Plasmodium falciparum 3D7]
NP_055369.1	XP_001350733.2	37.209	31	215	1.49e-33	135	XP_001350733.2 SUMO-specific protease 1 [Plasmodium falciparum 3D7]
NP_057090.2	XP_001351090.1	25.926	74	270	7.98e-14	70.5	XP_001351090.1 epoxide hydrolase 1 [Plasmodium falciparum 3D7]
NP_067021.1	XP_001351716.1	30.857	65	175	7.81e-27	104	XP_001351716.1 NLI interacting factor-like phosphatase, putative [Plasmodium falciparum 3D7]
NP_067021.1	XP_001349166.1	34.746	43	118	1.64e-14	71.2	XP_001349166.1 mitochondrial import inner membrane translocase subunit TIM50, putative [Plasmodium falciparum 3D7]
NP_079406.4	XP_966222.1	31.343	96	469	7.89e-49	179	XP_966222.1 hexokinase [Plasmodium falciparum 3D7]
NP_079406.4	XP_966222.1	28.903	96	474	5.34e-44	165	XP_966222.1 hexokinase [Plasmodium falciparum 3D7]
NP_414973.1	XP_001348320.1	27.123	70	424	1.36e-49	187	XP_001348320.1 ATP-dependent protease, putative [Plasmodium falciparum 3D7]
NP_414973.1	XP_001348320.1	35.762	70	151	4.97e-24	107	XP_001348320.1 ATP-dependent protease, putative [Plasmodium falciparum 3D7]
NP_659558.1	XP_001350832.1	37.681	33	138	8.88e-26	105	XP_001350832.1 ADP-ribosylation factor GTPase-activating protein [Plasmodium falciparum 3D7]
NP_659558.1	XP_001349468.1	43.363	27	113	1.47e-23	100	XP_001349468.1 GTPase-activating protein, putative [Plasmodium falciparum 3D7]
NP_659558.1	XP_024328998.1	60.417	12	48	7.64e-15	74.3	XP_024328998.1 ADP-ribosylation factor GTPase-activating protein, putative [Plasmodium falciparum 3D7]
NP_659558.1	XP_002808714.1	60.417	12	48	7.65e-15	74.3	XP_002808714.1 ADP-ribosylation factor GTPase-activating protein, putative [Plasmodium falciparum 3D7]
NP_987096.1	XP_001350158.1	27.941	46	272	9.06e-23	101	XP_001350158.1 kelch protein K13 [Plasmodium falciparum 3D7]
NP_987096.1	XP_001350158.1	31.765	46	170	1.37e-19	91.3	XP_001350158.1 kelch protein K13 [Plasmodium falciparum 3D7]
NP_987096.1	XP_001350158.1	38.519	46	135	2.65e-17	84.3	XP_001350158.1 kelch protein K13 [Plasmodium falciparum 3D7]
NP_987096.1	XP_001350158.1	27.228	46	202	5.85e-13	70.1	XP_001350158.1 kelch protein K13 [Plasmodium falciparum 3D7]
NP_987096.1	XP_001350158.1	23.780	46	164	5.77e-06	47.8	XP_001350158.1 kelch protein K13 [Plasmodium falciparum 3D7]
NP_987096.1	XP_024328891.1	30.457	44	197	7.73e-19	87.8	XP_024328891.1 kelch domain-containing protein, putative [Plasmodium falciparum 3D7]
NP_987096.1	XP_024328891.1	23.790	44	248	5.04e-14	72.8	XP_024328891.1 kelch domain-containing protein, putative [Plasmodium falciparum 3D7]
NP_987096.1	XP_024328891.1	22.156	44	167	2.00e-07	52.0	XP_024328891.1 kelch domain-containing protein, putative [Plasmodium falciparum 3D7]
NP_997461.1	XP_001352213.1	55.000	85	220	4.84e-86	258	XP_001352213.1 cAMP-dependent protein kinase catalytic subunit [Plasmodium falciparum 3D7]
NP_997461.1	XP_001350854.1	50.704	82	213	3.44e-73	235	XP_001350854.1 RAC-beta serine/threonine protein kinase [Plasmodium falciparum 3D7]
NP_997461.1	XP_001348520.1	43.318	84	217	3.71e-63	210	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
NP_997461.1	XP_024328937.1	34.597	80	211	1.02e-37	137	XP_024328937.1 calcium-dependent protein kinase 2 [Plasmodium falciparum 3D7]
NP_997461.1	XP_001348690.1	30.332	81	211	4.24e-35	131	XP_001348690.1 SNF1-related serine/threonine protein kinase KIN [Plasmodium falciparum 3D7]
sp|O95398.6|RPGF3_HUMAN	XP_001350628.1	28.777	15	139	4.27e-09	58.2	XP_001350628.1 cAMP-dependent protein kinase regulatory subunit [Plasmodium falciparum 3D7]
sp|O95398.6|RPGF3_HUMAN	XP_001350628.1	31.579	15	95	6.76e-08	54.3	XP_001350628.1 cAMP-dependent protein kinase regulatory subunit [Plasmodium falciparum 3D7]
sp|O95398.6|RPGF3_HUMAN	XP_001348520.1	38.462	15	78	3.33e-07	52.8	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
sp|O95398.6|RPGF3_HUMAN	XP_001348520.1	29.752	15	121	4.98e-07	52.0	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
sp|P00374.2|DYR_HUMAN	XP_001351479.1	29.703	92	202	5.63e-20	85.1	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
sp|P07382.1|DRTS_LEIMA	XP_001351479.1	53.125	92	288	4.12e-111	341	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
sp|P07382.1|DRTS_LEIMA	XP_001351479.1	28.169	92	213	3.01e-15	77.0	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
sp|P31749.2|AKT1_HUMAN	XP_001350854.1	47.040	67	321	1.38e-99	313	XP_001350854.1 RAC-beta serine/threonine protein kinase [Plasmodium falciparum 3D7]
sp|P31749.2|AKT1_HUMAN	XP_001352213.1	38.585	64	311	1.61e-67	218	XP_001352213.1 cAMP-dependent protein kinase catalytic subunit [Plasmodium falciparum 3D7]
sp|P31749.2|AKT1_HUMAN	XP_001348520.1	36.842	59	285	2.67e-54	193	XP_001348520.1 cGMP-dependent protein kinase [Plasmodium falciparum 3D7]
sp|P31749.2|AKT1_HUMAN	XP_001348690.1	32.083	50	240	2.89e-32	129	XP_001348690.1 SNF1-related serine/threonine protein kinase KIN [Plasmodium falciparum 3D7]
sp|P31749.2|AKT1_HUMAN	XP_002808785.1	27.303	61	304	3.60e-32	123	XP_002808785.1 NIMA related kinase 4 [Plasmodium falciparum 3D7]
sp|P48426.2|PI42A_HUMAN	XP_001351035.1	30.539	77	334	2.23e-30	122	XP_001351035.1 phosphatidylinositol-4-phosphate 5-kinase [Plasmodium falciparum 3D7]
sp|P9WFX0.1|MBTI_MYCTO	XP_001352095.1	23.148	46	216	1.66e-14	74.3	XP_001352095.1 para-aminobenzoic acid synthetase [Plasmodium falciparum 3D7]
sp|Q01782.2|PTR1_LEIMA	XP_001352100.1	25.267	97	281	1.35e-13	68.2	XP_001352100.1 3-oxoacyl-[acyl-carrier-protein] reductase [Plasmodium falciparum 3D7]
sp|Q05DJ8|Q05DJ8_HUMAN	XP_024329065.1	25.545	67	321	8.56e-15	74.3	XP_024329065.1 trypsin-like serine protease, putative [Plasmodium falciparum 3D7]
sp|Q05DJ8|Q05DJ8_HUMAN	XP_001349446.1	33.019	44	212	6.15e-13	69.3	XP_001349446.1 serine protease DegP [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_024328888.1	28.931	37	159	1.13e-13	70.1	XP_024328888.1 RNA-binding protein, putative [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_001349956.1	28.289	31	152	6.22e-10	59.7	XP_001349956.1 splicing factor 1 [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_001349956.1	39.286	31	56	3.34e-07	50.8	XP_001349956.1 splicing factor 1 [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_001347758.2	31.250	37	80	2.13e-09	57.8	XP_001347758.2 nucleic acid binding protein, putative [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_001347758.2	29.412	37	85	1.39e-06	48.9	XP_001347758.2 nucleic acid binding protein, putative [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_001347758.2	33.333	37	69	2.69e-06	47.8	XP_001347758.2 nucleic acid binding protein, putative [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_001352039.1	26.946	38	167	4.19e-09	56.2	XP_001352039.1 RNA-binding protein musashi, putative [Plasmodium falciparum 3D7]
sp|Q13148.1|TADBP_HUMAN	XP_024328979.1	28.947	34	152	2.49e-08	53.9	XP_024328979.1 RNA-binding protein, putative [Plasmodium falciparum 3D7]
